"Päällyste","Vuosi","Tiedot","Alue","Yhteensä","Valtatie","Kantatie","Seututie","Yhdystie","Lauttaväli"
"Yhteensä","2025","Tiepituus","MA1 MANNER-SUOMI",77828,8604,4853,13442,50867,62
"Yhteensä","2025","Tiepituus","MK01 Uusimaa",4546,530,214,757,3044,1
"Yhteensä","2025","Tiepituus","  Espoo",156,20,29,36,70,.
"Yhteensä","2025","Tiepituus","  Helsinki",76,25,12,35,4,.
"Yhteensä","2025","Tiepituus","  Hyvinkää",167,36,.,21,111,.
"Yhteensä","2025","Tiepituus","  Järvenpää",30,6,.,8,17,.
"Yhteensä","2025","Tiepituus","  Karkkila",111,23,.,29,60,.
"Yhteensä","2025","Tiepituus","  Kauniainen",2,1,.,1,.,.
"Yhteensä","2025","Tiepituus","  Kerava",24,8,.,13,3,.
"Yhteensä","2025","Tiepituus","  Kirkkonummi",188,6,22,7,153,.
"Yhteensä","2025","Tiepituus","  Lohja",519,62,.,123,335,.
"Yhteensä","2025","Tiepituus","  Mäntsälä",323,48,13,46,217,.
"Yhteensä","2025","Tiepituus","  Nurmijärvi",262,31,12,43,176,.
"Yhteensä","2025","Tiepituus","  Pornainen",58,.,.,9,49,.
"Yhteensä","2025","Tiepituus","  Sipoo",190,13,.,35,143,.
"Yhteensä","2025","Tiepituus","  Siuntio",113,.,6,17,89,.
"Yhteensä","2025","Tiepituus","  Tuusula",148,4,17,22,105,.
"Yhteensä","2025","Tiepituus","  Vantaa",131,28,28,33,42,.
"Yhteensä","2025","Tiepituus","  Vihti",293,56,.,44,193,.
"Yhteensä","2025","Tiepituus","  Lapinjärvi",136,20,.,10,106,.
"Yhteensä","2025","Tiepituus","  Loviisa",357,51,.,66,240,.
"Yhteensä","2025","Tiepituus","  Askola",121,.,9,7,105,.
"Yhteensä","2025","Tiepituus","  Myrskylä",84,.,.,33,51,.
"Yhteensä","2025","Tiepituus","  Porvoo",310,29,13,35,233,0
"Yhteensä","2025","Tiepituus","  Pukkila",64,.,.,17,47,.
"Yhteensä","2025","Tiepituus","  Hanko",52,18,.,.,34,.
"Yhteensä","2025","Tiepituus","  Inkoo",145,3,23,23,96,0
"Yhteensä","2025","Tiepituus","  Raasepori",483,44,29,46,364,0
"Yhteensä","2025","Tiepituus","MK02 Varsinais-Suomi",4756,310,192,702,3553,46
"Yhteensä","2025","Tiepituus","  Aura",57,11,3,18,26,.
"Yhteensä","2025","Tiepituus","  Koski Tl",84,12,.,.,71,.
"Yhteensä","2025","Tiepituus","  Loimaa",426,44,9,66,306,.
"Yhteensä","2025","Tiepituus","  Marttila",74,15,.,10,49,.
"Yhteensä","2025","Tiepituus","  Oripää",70,.,9,17,43,.
"Yhteensä","2025","Tiepituus","  Pöytyä",336,17,20,44,255,.
"Yhteensä","2025","Tiepituus","  Salo",890,54,58,123,655,1
"Yhteensä","2025","Tiepituus","  Somero",280,5,27,31,216,.
"Yhteensä","2025","Tiepituus","  Kaarina",108,16,4,23,65,.
"Yhteensä","2025","Tiepituus","  Lieto",192,35,5,25,128,.
"Yhteensä","2025","Tiepituus","  Masku",113,7,.,14,92,.
"Yhteensä","2025","Tiepituus","  Mynämäki",214,17,.,10,187,.
"Yhteensä","2025","Tiepituus","  Naantali",102,.,3,18,81,2
"Yhteensä","2025","Tiepituus","  Nousiainen",122,8,.,0,113,.
"Yhteensä","2025","Tiepituus","  Paimio",128,15,.,35,78,.
"Yhteensä","2025","Tiepituus","  Raisio",33,7,11,5,10,.
"Yhteensä","2025","Tiepituus","  Rusko",55,.,.,.,55,.
"Yhteensä","2025","Tiepituus","  Sauvo",106,.,.,19,86,.
"Yhteensä","2025","Tiepituus","  Turku",109,14,6,21,68,.
"Yhteensä","2025","Tiepituus","  Kustavi",78,.,.,15,64,3
"Yhteensä","2025","Tiepituus","  Laitila",229,25,23,4,178,.
"Yhteensä","2025","Tiepituus","  Pyhäranta",56,6,.,12,37,.
"Yhteensä","2025","Tiepituus","  Taivassalo",69,.,.,25,44,.
"Yhteensä","2025","Tiepituus","  Uusikaupunki",223,.,15,38,170,.
"Yhteensä","2025","Tiepituus","Vehmaa",95,.,.,23,72,.
"Yhteensä","2025","Tiepituus","  Kemiönsaari",220,.,.,45,176,8
"Yhteensä","2025","Tiepituus","  Parainen",289,.,.,61,228,33
"Yhteensä","2025","Tiepituus","MK05 Kanta-Häme",2224,273,123,281,1547,.
"Yhteensä","2025","Tiepituus","  Forssa",112,14,.,32,66,.
"Yhteensä","2025","Tiepituus","  Humppila",70,21,.,4,45,.
"Yhteensä","2025","Tiepituus","  Jokioinen",118,21,5,.,92,.
"Yhteensä","2025","Tiepituus","  Tammela",229,40,2,29,158,.
"Yhteensä","2025","Tiepituus","  Ypäjä",94,10,.,10,74,.
"Yhteensä","2025","Tiepituus","  Hattula",142,10,15,10,107,.
"Yhteensä","2025","Tiepituus","  Hämeenlinna",717,121,41,67,487,.
"Yhteensä","2025","Tiepituus","  Janakkala",265,24,.,66,175,.
"Yhteensä","2025","Tiepituus","  Hausjärvi",175,.,16,27,131,.
"Yhteensä","2025","Tiepituus","  Loppi",233,.,35,24,173,.
"Yhteensä","2025","Tiepituus","  Riihimäki",70,12,9,11,37,.
"Yhteensä","2025","Tiepituus","MK07 Päijät-Häme",2463,285,64,418,1696,.
"Yhteensä","2025","Tiepituus","  Asikkala",225,24,.,56,145,.
"Yhteensä","2025","Tiepituus","  Hartola",217,32,.,26,160,.
"Yhteensä","2025","Tiepituus","  Heinola",260,52,19,39,150,.
"Yhteensä","2025","Tiepituus","  Hollola",368,46,13,17,293,.
"Yhteensä","2025","Tiepituus","  Iitti",239,21,.,48,170,.
"Yhteensä","2025","Tiepituus","  Kärkölä",120,.,16,26,79,.
"Yhteensä","2025","Tiepituus","  Lahti",244,63,.,38,143,.
"Yhteensä","2025","Tiepituus","  Orimattila",359,14,.,92,253,.
"Yhteensä","2025","Tiepituus","  Padasjoki",195,27,16,.,152,.
"Yhteensä","2025","Tiepituus","  Sysmä",235,7,.,76,152,.
"Yhteensä","2025","Tiepituus","MK08 Kymenlaakso",1759,270,41,385,1063,.
"Yhteensä","2025","Tiepituus","  Hamina",222,53,.,39,130,.
"Yhteensä","2025","Tiepituus","  Kotka",104,29,.,32,43,.
"Yhteensä","2025","Tiepituus","  Miehikkälä",134,.,.,34,100,.
"Yhteensä","2025","Tiepituus","  Pyhtää",145,21,.,21,103,.
"Yhteensä","2025","Tiepituus","  Virolahti",171,31,.,33,107,.
"Yhteensä","2025","Tiepituus","  Kouvola",982,135,41,226,580,.
"Yhteensä","2025","Tiepituus","MK09 Etelä-Karjala",2133,264,46,230,1592,1
"Yhteensä","2025","Tiepituus","  Imatra",64,14,13,3,35,.
"Yhteensä","2025","Tiepituus","  Parikkala",284,49,.,.,235,.
"Yhteensä","2025","Tiepituus","  Rautjärvi",186,25,.,.,162,.
"Yhteensä","2025","Tiepituus","  Ruokolahti",294,10,34,15,235,0
"Yhteensä","2025","Tiepituus","  Lappeenranta",625,73,.,65,486,0
"Yhteensä","2025","Tiepituus","  Lemi",88,17,.,19,52,.
"Yhteensä","2025","Tiepituus","  Luumäki",260,54,.,26,180,.
"Yhteensä","2025","Tiepituus","  Savitaipale",205,22,.,76,106,.
"Yhteensä","2025","Tiepituus","  Taipalsaari",127,0,.,26,101,0
"Yhteensä","2025","Tiepituus","MK04 Satakunta",3153,395,137,331,2290,.
"Yhteensä","2025","Tiepituus","  Jämijärvi",94,9,.,16,70,.
"Yhteensä","2025","Tiepituus","  Kankaanpää",340,24,54,35,227,.
"Yhteensä","2025","Tiepituus","  Karvia",169,.,.,60,109,.
"Yhteensä","2025","Tiepituus","  Siikainen",125,.,.,30,95,.
"Yhteensä","2025","Tiepituus","  Harjavalta",55,9,4,.,42,.
"Yhteensä","2025","Tiepituus","  Huittinen",300,45,20,24,212,.
"Yhteensä","2025","Tiepituus","  Kokemäki",232,21,.,.,210,.
"Yhteensä","2025","Tiepituus","  Merikarvia",166,33,.,21,111,.
"Yhteensä","2025","Tiepituus","  Nakkila",93,12,.,.,81,.
"Yhteensä","2025","Tiepituus","  Pomarkku",100,18,.,.,81,.
"Yhteensä","2025","Tiepituus","  Pori",461,80,17,43,320,.
"Yhteensä","2025","Tiepituus","  Ulvila",159,35,.,11,113,.
"Yhteensä","2025","Tiepituus","  Eura",252,18,41,28,166,.
"Yhteensä","2025","Tiepituus","  Eurajoki",205,31,.,.,175,.
"Yhteensä","2025","Tiepituus","  Rauma",199,47,.,12,140,.
"Yhteensä","2025","Tiepituus","  Säkylä",203,14,1,50,138,.
"Yhteensä","2025","Tiepituus","MK06 Pirkanmaa",5228,579,318,783,3549,.
"Yhteensä","2025","Tiepituus","  Akaa",152,25,.,21,107,.
"Yhteensä","2025","Tiepituus","  Urjala",206,22,.,30,155,.
"Yhteensä","2025","Tiepituus","  Valkeakoski",148,13,.,60,75,.
"Yhteensä","2025","Tiepituus","  Punkalaidun",154,5,.,45,104,.
"Yhteensä","2025","Tiepituus","  Sastamala",698,74,32,97,495,.
"Yhteensä","2025","Tiepituus","  Ikaalinen",236,28,.,39,169,.
"Yhteensä","2025","Tiepituus","  Kihniö",123,21,.,.,102,.
"Yhteensä","2025","Tiepituus","  Parkano",256,65,.,34,157,.
"Yhteensä","2025","Tiepituus","  Hämeenkyrö",252,27,.,17,208,.
"Yhteensä","2025","Tiepituus","  Kangasala",299,34,21,80,163,.
"Yhteensä","2025","Tiepituus","  Kuhmoinen",196,35,.,13,148,.
"Yhteensä","2025","Tiepituus","  Lempäälä",137,23,.,38,76,.
"Yhteensä","2025","Tiepituus","  Nokia",154,46,.,.,108,.
"Yhteensä","2025","Tiepituus","  Orivesi",320,36,33,.,251,.
"Yhteensä","2025","Tiepituus","  Pirkkala",37,9,.,5,23,.
"Yhteensä","2025","Tiepituus","  Pälkäne",237,19,4,40,175,.
"Yhteensä","2025","Tiepituus","  Tampere",222,45,3,43,131,.
"Yhteensä","2025","Tiepituus","  Vesilahti",115,.,.,29,85,.
"Yhteensä","2025","Tiepituus","  Ylöjärvi",371,9,69,47,245,.
"Yhteensä","2025","Tiepituus","  Juupajoki",113,.,23,.,90,.
"Yhteensä","2025","Tiepituus","  Mänttä-Vilppula",196,.,15,78,104,.
"Yhteensä","2025","Tiepituus","  Ruovesi",239,.,46,42,150,.
"Yhteensä","2025","Tiepituus","  Virrat",367,43,72,26,227,.
"Yhteensä","2025","Tiepituus","MK13 Keski-Suomi",5107,647,348,894,3217,.
"Yhteensä","2025","Tiepituus","  Joutsa",266,37,.,80,148,.
"Yhteensä","2025","Tiepituus","  Luhanka",57,.,.,37,20,.
"Yhteensä","2025","Tiepituus","  Hankasalmi",233,35,.,47,152,.
"Yhteensä","2025","Tiepituus","  Jyväskylä",484,95,.,99,289,.
"Yhteensä","2025","Tiepituus","  Laukaa",276,28,5,82,162,.
"Yhteensä","2025","Tiepituus","  Muurame",65,13,.,4,48,.
"Yhteensä","2025","Tiepituus","  Petäjävesi",150,31,.,21,98,.
"Yhteensä","2025","Tiepituus","  Toivakka",136,20,.,26,89,.
"Yhteensä","2025","Tiepituus","  Uurainen",120,3,.,44,73,.
"Yhteensä","2025","Tiepituus","  Jämsä",609,57,41,60,450,.
"Yhteensä","2025","Tiepituus","  Keuruu",360,55,38,49,218,.
"Yhteensä","2025","Tiepituus","  Multia",175,43,17,23,92,.
"Yhteensä","2025","Tiepituus","  Kannonkoski",135,.,23,24,88,.
"Yhteensä","2025","Tiepituus","  Karstula",259,22,58,41,138,.
"Yhteensä","2025","Tiepituus","  Kinnula",81,.,26,20,35,.
"Yhteensä","2025","Tiepituus","  Kivijärvi",106,.,35,5,66,.
"Yhteensä","2025","Tiepituus","  Kyyjärvi",121,39,4,.,77,.
"Yhteensä","2025","Tiepituus","  Pihtipudas",263,32,.,44,187,.
"Yhteensä","2025","Tiepituus","  Saarijärvi",407,35,9,67,295,.
"Yhteensä","2025","Tiepituus","  Viitasaari",386,45,39,55,247,.
"Yhteensä","2025","Tiepituus","  Konnevesi",151,.,36,18,97,.
"Yhteensä","2025","Tiepituus","  Äänekoski",267,56,16,48,148,.
"Yhteensä","2025","Tiepituus","MK14 Etelä-Pohjanmaa",4713,424,422,717,3151,.
"Yhteensä","2025","Tiepituus","  Alajärvi",342,36,49,29,228,.
"Yhteensä","2025","Tiepituus","  Evijärvi",138,.,53,6,78,.
"Yhteensä","2025","Tiepituus","  Lappajärvi",103,3,14,45,39,.
"Yhteensä","2025","Tiepituus","  Soini",174,.,.,39,135,.
"Yhteensä","2025","Tiepituus","  Vimpeli",111,.,11,16,84,.
"Yhteensä","2025","Tiepituus","  Alavus",399,50,29,10,310,.
"Yhteensä","2025","Tiepituus","  Kuortane",155,.,30,31,94,.
"Yhteensä","2025","Tiepituus","  Ähtäri",241,32,41,5,163,.
"Yhteensä","2025","Tiepituus","  Ilmajoki",254,31,18,29,176,.
"Yhteensä","2025","Tiepituus","  Isokyrö",173,16,.,.,157,.
"Yhteensä","2025","Tiepituus","  Kauhava",505,42,35,87,340,.
"Yhteensä","2025","Tiepituus","  Kurikka",605,68,13,114,409,.
"Yhteensä","2025","Tiepituus","  Lapua",250,56,24,1,168,.
"Yhteensä","2025","Tiepituus","  Seinäjoki",522,89,13,96,324,.
"Yhteensä","2025","Tiepituus","  Isojoki",123,.,.,58,64,.
"Yhteensä","2025","Tiepituus","  Karijoki",69,.,.,33,37,.
"Yhteensä","2025","Tiepituus","  Kauhajoki",352,.,64,68,219,.
"Yhteensä","2025","Tiepituus","  Teuva",198,.,25,47,126,.
"Yhteensä","2025","Tiepituus","MK15 Pohjanmaa",2653,328,72,433,1820,1
"Yhteensä","2025","Tiepituus","  Kruunupyy",244,34,11,31,168,.
"Yhteensä","2025","Tiepituus","  Luoto",45,.,3,18,23,.
"Yhteensä","2025","Tiepituus","  Pedersören kunta",234,18,29,62,125,.
"Yhteensä","2025","Tiepituus","  Pietarsaari",30,.,8,6,15,.
"Yhteensä","2025","Tiepituus","  Uusikaarlepyy",248,43,.,21,184,.
"Yhteensä","2025","Tiepituus","  Kaskinen",6,.,3,1,2,0
"Yhteensä","2025","Tiepituus","  Kristiinankaupunki",229,37,.,38,153,.
"Yhteensä","2025","Tiepituus","  Närpiö",394,47,17,56,274,0
"Yhteensä","2025","Tiepituus","  Korsnäs",83,.,.,24,59,1
"Yhteensä","2025","Tiepituus","  Laihia",201,38,.,15,148,.
"Yhteensä","2025","Tiepituus","  Maalahti",170,20,.,34,117,1
"Yhteensä","2025","Tiepituus","  Mustasaari",345,44,.,37,264,.
"Yhteensä","2025","Tiepituus","  Vaasa",149,19,.,40,90,.
"Yhteensä","2025","Tiepituus","  Vöyri",276,28,.,50,198,.
"Yhteensä","2025","Tiepituus","MK10 Etelä-Savo",4413,458,209,741,3006,2
"Yhteensä","2025","Tiepituus","  Hirvensalmi",180,10,.,51,118,.
"Yhteensä","2025","Tiepituus","  Kangasniemi",378,46,.,62,270,.
"Yhteensä","2025","Tiepituus","  Mikkeli",957,140,85,54,679,0
"Yhteensä","2025","Tiepituus","  Mäntyharju",461,56,.,121,283,.
"Yhteensä","2025","Tiepituus","  Puumala",248,.,48,24,176,1
"Yhteensä","2025","Tiepituus","  Juva",395,57,.,46,292,.
"Yhteensä","2025","Tiepituus","  Pieksämäki",552,64,43,79,366,.
"Yhteensä","2025","Tiepituus","  Enonkoski",100,.,.,28,73,0
"Yhteensä","2025","Tiepituus","  Rantasalmi",219,18,.,52,149,.
"Yhteensä","2025","Tiepituus","  Savonlinna",735,67,33,149,486,1
"Yhteensä","2025","Tiepituus","  Sulkava",187,.,.,75,113,.
"Yhteensä","2025","Tiepituus","MK11 Pohjois-Savo",6147,457,345,1137,4209,1
"Yhteensä","2025","Tiepituus","  Kaavi",185,.,.,69,116,.
"Yhteensä","2025","Tiepituus","  Rautavaara",268,.,56,66,145,.
"Yhteensä","2025","Tiepituus","  Tuusniemi",229,30,.,64,134,.
"Yhteensä","2025","Tiepituus","  Kuopio",1312,63,76,248,924,1
"Yhteensä","2025","Tiepituus","  Siilinjärvi",184,31,20,34,100,.
"Yhteensä","2025","Tiepituus","  Rautalampi",217,10,21,41,145,.
"Yhteensä","2025","Tiepituus","  Suonenjoki",242,39,20,39,144,.
"Yhteensä","2025","Tiepituus","  Tervo",142,.,.,43,99,.
"Yhteensä","2025","Tiepituus","  Vesanto",172,.,.,59,114,.
"Yhteensä","2025","Tiepituus","  Joroinen",219,43,.,35,140,.
"Yhteensä","2025","Tiepituus","  Leppävirta",349,69,.,84,196,.
"Yhteensä","2025","Tiepituus","  Varkaus",129,22,.,38,69,0
"Yhteensä","2025","Tiepituus","  Iisalmi",371,49,18,26,279,.
"Yhteensä","2025","Tiepituus","  Keitele",169,.,15,32,122,.
"Yhteensä","2025","Tiepituus","  Kiuruvesi",466,29,.,77,360,.
"Yhteensä","2025","Tiepituus","  Lapinlahti",468,34,.,70,364,.
"Yhteensä","2025","Tiepituus","  Pielavesi",379,.,33,101,244,.
"Yhteensä","2025","Tiepituus","  Sonkajärvi",358,36,42,.,280,.
"Yhteensä","2025","Tiepituus","  Vieremä",288,1,43,10,235,.
"Yhteensä","2025","Tiepituus","MK12 Pohjois-Karjala",5416,437,317,1036,3626,1
"Yhteensä","2025","Tiepituus","  Heinävesi",325,40,.,89,196,.
"Yhteensä","2025","Tiepituus","  Ilomantsi",484,.,17,134,333,.
"Yhteensä","2025","Tiepituus","  Joensuu",834,41,80,253,459,.
"Yhteensä","2025","Tiepituus","  Juuka",365,62,.,76,226,0
"Yhteensä","2025","Tiepituus","  Kontiolahti",279,45,21,8,205,.
"Yhteensä","2025","Tiepituus","  Liperi",323,51,.,90,183,0
"Yhteensä","2025","Tiepituus","  Outokumpu",177,26,.,49,102,.
"Yhteensä","2025","Tiepituus","  Polvijärvi",261,.,.,77,184,.
"Yhteensä","2025","Tiepituus","  Kitee",516,61,27,34,395,.
"Yhteensä","2025","Tiepituus","  Rääkkylä",195,.,.,56,139,0
"Yhteensä","2025","Tiepituus","  Tohmajärvi",324,52,.,45,227,.
"Yhteensä","2025","Tiepituus","  Lieksa",770,.,67,124,579,.
"Yhteensä","2025","Tiepituus","  Nurmes",565,60,106,.,399,.
"Yhteensä","2025","Tiepituus","MK16 Keski-Pohjanmaa",1206,176,90,209,731,.
"Yhteensä","2025","Tiepituus","  Halsua",76,.,.,27,49,.
"Yhteensä","2025","Tiepituus","  Kaustinen",93,16,19,.,57,.
"Yhteensä","2025","Tiepituus","  Lestijärvi",70,.,30,17,24,.
"Yhteensä","2025","Tiepituus","  Perho",148,28,.,.,120,.
"Yhteensä","2025","Tiepituus","  Toholampi",141,.,23,37,82,.
"Yhteensä","2025","Tiepituus","  Veteli",141,31,.,48,62,.
"Yhteensä","2025","Tiepituus","  Kannus",141,23,4,23,90,.
"Yhteensä","2025","Tiepituus","  Kokkola",395,78,14,57,247,.
"Yhteensä","2025","Tiepituus","MK17 Pohjois-Pohjanmaa",8328,1142,473,1559,5154,8
"Yhteensä","2025","Tiepituus","  Haapavesi",294,13,7,95,179,.
"Yhteensä","2025","Tiepituus","  Pyhäntä",171,31,29,34,77,.
"Yhteensä","2025","Tiepituus","  Siikalatva",531,63,45,152,273,.
"Yhteensä","2025","Tiepituus","  Kuusamo",1030,148,26,111,745,.
"Yhteensä","2025","Tiepituus","  Taivalkoski",318,73,.,88,157,.
"Yhteensä","2025","Tiepituus","  Haapajärvi",186,29,37,12,108,.
"Yhteensä","2025","Tiepituus","  Kärsämäki",211,59,10,1,140,.
"Yhteensä","2025","Tiepituus","  Nivala",230,54,.,3,173,.
"Yhteensä","2025","Tiepituus","  Pyhäjärvi",348,76,.,41,231,.
"Yhteensä","2025","Tiepituus","  Reisjärvi",133,.,27,14,91,.
"Yhteensä","2025","Tiepituus","  Hailuoto",39,.,.,30,9,2
"Yhteensä","2025","Tiepituus","  Kempele",45,9,.,16,21,.
"Yhteensä","2025","Tiepituus","  Liminka",168,39,15,20,94,.
"Yhteensä","2025","Tiepituus","  Lumijoki",47,4,.,16,27,.
"Yhteensä","2025","Tiepituus","  Muhos",166,26,.,21,119,.
"Yhteensä","2025","Tiepituus","  Oulu",688,103,.,238,347,5
"Yhteensä","2025","Tiepituus","  Tyrnävä",168,13,.,24,132,.
"Yhteensä","2025","Tiepituus","  Ii",349,45,.,66,238,.
"Yhteensä","2025","Tiepituus","  Pudasjärvi",831,84,84,113,550,.
"Yhteensä","2025","Tiepituus","  Utajärvi",264,30,.,66,168,.
"Yhteensä","2025","Tiepituus","  Vaala",316,38,.,81,198,1
"Yhteensä","2025","Tiepituus","  Pyhäjoki",120,24,.,47,48,.
"Yhteensä","2025","Tiepituus","  Raahe",333,31,79,22,200,.
"Yhteensä","2025","Tiepituus","  Siikajoki",319,19,22,68,211,.
"Yhteensä","2025","Tiepituus","  Alavieska",114,16,.,14,83,.
"Yhteensä","2025","Tiepituus","  Kalajoki",276,58,.,51,167,.
"Yhteensä","2025","Tiepituus","  Merijärvi",76,.,.,27,49,.
"Yhteensä","2025","Tiepituus","  Oulainen",200,.,27,31,142,.
"Yhteensä","2025","Tiepituus","  Sievi",158,31,32,40,55,.
"Yhteensä","2025","Tiepituus","  Ylivieska",199,26,35,18,121,.
"Yhteensä","2025","Tiepituus","MK18 Kainuu",4412,354,301,808,2949,.
"Yhteensä","2025","Tiepituus","  Kajaani",455,99,.,37,319,.
"Yhteensä","2025","Tiepituus","  Paltamo",294,63,30,.,202,.
"Yhteensä","2025","Tiepituus","  Ristijärvi",234,24,26,42,142,.
"Yhteensä","2025","Tiepituus","  Sotkamo",661,51,41,143,427,.
"Yhteensä","2025","Tiepituus","  Hyrynsalmi",309,22,.,78,208,.
"Yhteensä","2025","Tiepituus","  Kuhmo",936,.,126,174,636,.
"Yhteensä","2025","Tiepituus","  Puolanka",455,.,77,110,268,.
"Yhteensä","2025","Tiepituus","  Suomussalmi",1067,95,.,225,747,.
"Yhteensä","2025","Tiepituus","MK19 Lappi",9073,1265,1140,2017,4651,0
"Yhteensä","2025","Tiepituus","  Kemijärvi",512,84,37,105,286,0
"Yhteensä","2025","Tiepituus","  Pelkosenniemi",192,46,.,42,104,.
"Yhteensä","2025","Tiepituus","  Posio",511,13,72,159,267,.
"Yhteensä","2025","Tiepituus","  Salla",576,14,56,84,422,.
"Yhteensä","2025","Tiepituus","  Savukoski",297,.,.,104,193,.
"Yhteensä","2025","Tiepituus","  Kemi",41,16,.,12,14,.
"Yhteensä","2025","Tiepituus","  Keminmaa",152,25,.,36,91,.
"Yhteensä","2025","Tiepituus","  Simo",252,22,.,77,153,.
"Yhteensä","2025","Tiepituus","  Tervola",321,43,.,96,182,.
"Yhteensä","2025","Tiepituus","  Tornio",366,57,.,50,258,.
"Yhteensä","2025","Tiepituus","  Inari",727,150,207,134,236,.
"Yhteensä","2025","Tiepituus","  Sodankylä",652,200,45,107,301,.
"Yhteensä","2025","Tiepituus","  Utsjoki",301,56,32,148,65,.
"Yhteensä","2025","Tiepituus","  Ranua",544,.,61,165,317,.
"Yhteensä","2025","Tiepituus","  Rovaniemi",1150,114,267,184,586,.
"Yhteensä","2025","Tiepituus","  Pello",337,60,35,38,204,.
"Yhteensä","2025","Tiepituus","  Ylitornio",377,47,23,146,162,.
"Yhteensä","2025","Tiepituus","  Enontekiö",377,172,63,83,60,.
"Yhteensä","2025","Tiepituus","  Kittilä",699,.,183,155,361,.
"Yhteensä","2025","Tiepituus","  Kolari",417,60,35,36,287,.
"Yhteensä","2025","Tiepituus","  Muonio",269,88,25,55,102,.
"Yhteensä","2025","Tiepituus","Tuntematon",35,11,0,4,20,.
"Kestopäällyste","2025","Tiepituus","MA1 MANNER-SUOMI",24698,8136,3842,6396,6323,.
"Kestopäällyste","2025","Tiepituus","MK01 Uusimaa",2970,530,214,755,1470,.
"Kestopäällyste","2025","Tiepituus","  Espoo",151,20,29,36,65,.
"Kestopäällyste","2025","Tiepituus","  Helsinki",76,25,12,35,4,.
"Kestopäällyste","2025","Tiepituus","  Hyvinkää",124,36,.,21,67,.
"Kestopäällyste","2025","Tiepituus","  Järvenpää",29,6,.,8,16,.
"Kestopäällyste","2025","Tiepituus","  Karkkila",77,23,.,29,25,.
"Kestopäällyste","2025","Tiepituus","  Kauniainen",2,1,.,1,.,.
"Kestopäällyste","2025","Tiepituus","  Kerava",21,8,.,13,1,.
"Kestopäällyste","2025","Tiepituus","  Kirkkonummi",176,6,22,7,142,.
"Kestopäällyste","2025","Tiepituus","  Lohja",311,62,.,123,126,.
"Kestopäällyste","2025","Tiepituus","  Mäntsälä",195,48,13,46,88,.
"Kestopäällyste","2025","Tiepituus","  Nurmijärvi",201,31,12,43,115,.
"Kestopäällyste","2025","Tiepituus","  Pornainen",37,.,.,9,28,.
"Kestopäällyste","2025","Tiepituus","  Sipoo",139,13,.,34,92,.
"Kestopäällyste","2025","Tiepituus","  Siuntio",47,.,6,17,23,.
"Kestopäällyste","2025","Tiepituus","  Tuusula",130,4,17,22,87,.
"Kestopäällyste","2025","Tiepituus","  Vantaa",129,28,28,31,42,.
"Kestopäällyste","2025","Tiepituus","  Vihti",187,56,.,44,87,.
"Kestopäällyste","2025","Tiepituus","  Lapinjärvi",62,20,.,10,33,.
"Kestopäällyste","2025","Tiepituus","  Loviisa",186,51,.,66,70,.
"Kestopäällyste","2025","Tiepituus","  Askola",52,.,9,7,36,.
"Kestopäällyste","2025","Tiepituus","  Myrskylä",48,.,.,33,15,.
"Kestopäällyste","2025","Tiepituus","  Porvoo",238,29,13,35,161,.
"Kestopäällyste","2025","Tiepituus","  Pukkila",25,.,.,17,8,.
"Kestopäällyste","2025","Tiepituus","  Hanko",32,18,.,.,15,.
"Kestopäällyste","2025","Tiepituus","  Inkoo",94,3,23,23,45,.
"Kestopäällyste","2025","Tiepituus","  Raasepori",198,44,29,46,78,.
"Kestopäällyste","2025","Tiepituus","MK02 Varsinais-Suomi",1655,309,192,617,537,.
"Kestopäällyste","2025","Tiepituus","  Aura",25,11,3,8,4,.
"Kestopäällyste","2025","Tiepituus","  Koski Tl",29,12,.,.,17,.
"Kestopäällyste","2025","Tiepituus","  Loimaa",129,44,9,53,23,.
"Kestopäällyste","2025","Tiepituus","  Marttila",31,15,.,10,6,.
"Kestopäällyste","2025","Tiepituus","  Oripää",25,.,9,10,5,.
"Kestopäällyste","2025","Tiepituus","  Pöytyä",101,17,20,31,34,.
"Kestopäällyste","2025","Tiepituus","  Salo",313,54,58,123,78,.
"Kestopäällyste","2025","Tiepituus","  Somero",86,5,27,31,22,.
"Kestopäällyste","2025","Tiepituus","  Kaarina",86,16,4,23,43,.
"Kestopäällyste","2025","Tiepituus","  Lieto",86,35,5,23,24,.
"Kestopäällyste","2025","Tiepituus","  Masku",59,7,.,14,38,.
"Kestopäällyste","2025","Tiepituus","  Mynämäki",56,17,.,10,30,.
"Kestopäällyste","2025","Tiepituus","  Naantali",67,.,3,18,45,.
"Kestopäällyste","2025","Tiepituus","  Nousiainen",21,8,.,0,13,.
"Kestopäällyste","2025","Tiepituus","  Paimio",78,15,.,35,28,.
"Kestopäällyste","2025","Tiepituus","  Raisio",30,7,11,5,7,.
"Kestopäällyste","2025","Tiepituus","  Rusko",25,.,.,.,25,.
"Kestopäällyste","2025","Tiepituus","  Sauvo",22,.,.,19,3,.
"Kestopäällyste","2025","Tiepituus","  Turku",80,14,6,21,38,.
"Kestopäällyste","2025","Tiepituus","  Kustavi",12,.,.,8,3,.
"Kestopäällyste","2025","Tiepituus","  Laitila",57,25,23,.,10,.
"Kestopäällyste","2025","Tiepituus","  Pyhäranta",15,6,.,6,3,.
"Kestopäällyste","2025","Tiepituus","  Taivassalo",26,.,.,25,1,.
